id,split,demo,category,sku,title,brand,list_price,condition_at_sale,catalog_image_url,scenario,reason_category,reason_text,days_since_purchase,edit_prompt,expected_identity,expected_grade,expected_defect,expected_action,expected_rule,image_file,bfl_request_id
DS016,train,False,phone,B0CF61MJ9Q,NIEGA Smartphone Unlocked Cell Phones S22 Ultra 6.7in HD Screen The Black Phone 2GB/16GB Android 10 Straight Talk Phone 5000mAh 128GB Extension Dual Sim Boost M,NIEGA,89.99,new,https://m.media-amazon.com/images/I/61f1BAhIL9L._AC_SL1500_.jpg,return_to_vendor/intact,functional,Stopped charging after a few days.,22,"Photo taken at a warehouse returns dock: the exact same smartphone from the reference image (same brand, model, shape and color) lying on a scuffed stainless-steel workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The smartphone itself is clean and undamaged.",match,A,battery,RETURN_TO_VENDOR,max EV among allowed,ds_DS016.jpg,06bf934b-5994-4ad6-a003-ccdb293bc3c4
DS017,train,False,phone,B0C1Q3SLTT,"SAMSUNG Galaxy A14 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 64GB Black",Samsung,147.5,renewed,https://m.media-amazon.com/images/I/61G9RdA0EQL._AC_SL1000_.jpg,restock/boxed,packaging_damage,"Box was dented on arrival, product untouched.",15,"Photo taken at a warehouse returns dock: the exact same smartphone from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. It sits next to its crushed, torn retail box; the smartphone itself is clean and undamaged.",match,A,packaging_only,RESTOCK,max EV among allowed,ds_DS017.jpg,dd28085e-4699-413a-972f-3da58ffe5ff7
DS018,train,False,phone,B0BTTQY5MR,Samsung Galaxy S9 G960U 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera - Midnight Black (Renewed),SAMSUNG,129.99,renewed,https://m.media-amazon.com/images/I/41WsWYAFcyL._AC_.jpg,restock/intact,cosmetic,"Changed my mind, opened but never used.",38,"Photo taken at a warehouse returns dock: the exact same smartphone from the reference image (same brand, model, shape and color) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The smartphone itself is clean and undamaged.",match,A,none,RESTOCK,max EV among allowed,ds_DS018.jpg,e61d7781-6229-457b-a9fc-7cae349faff2
DS019,train,False,phone,B0BTB6F6ZS,T-Mobile | Revvl 6 5G | 64 GB | Blue (T-Mobile Unlocked) (Renewed),T-Mobile,111.94,renewed,https://m.media-amazon.com/images/I/51kUPIhjAAL._AC_SL1167_.jpg,restock/boxed,packaging_damage,"Box was dented on arrival, product untouched.",6,"Photo taken at a warehouse returns dock: the exact same smartphone from the reference image (same brand, model, shape and color) lying on a grey steel inspection table under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. It sits next to its crushed, torn retail box; the smartphone itself is clean and undamaged.",match,A,packaging_only,RESTOCK,max EV among allowed,ds_DS019.jpg,228c0dd4-9702-443c-8bae-f4354f3c8b40
DS020,train,False,phone,B0C9R3BPRX,"xixaomiro i14Pro Max Unlocked 5G Cellphone Android Smartphone Mobile Phone, 8GB RAM, 512GB ROM 1TB Expandable, 6.8'' FHD Screen, 6000mAh Battery, Dual Sim Card,",xixaomiro,129.0,new,https://m.media-amazon.com/images/I/61WvyUlV+dL._AC_SL1500_.jpg,restock/intact,cosmetic,"Changed my mind, opened but never used.",34,"Photo taken at a warehouse returns dock: the exact same smartphone from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The smartphone itself is clean and undamaged.",match,A,none,RESTOCK,max EV among allowed,ds_DS020.jpg,ec8e68bc-175d-4c7e-a4bc-bd82febf7257
DS021,train,False,laptop,B0C2ZMJW53,"Acer Aspire 3 A314-23P-R3QA Slim Laptop | 14.0"" Full HD IPS Display | AMD Ryzen 5 7520U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 512GB NVMe SSD ",Acer,439.99,new,https://m.media-amazon.com/images/I/81EWtB70npL._AC_SL1500_.jpg,escalate/unverifiable_claim,functional,Screen goes black after a few minutes.,52,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop itself is clean and undamaged.",match,A,functional,ESCALATE,R3a unverifiable_high_value_claim,ds_DS021.jpg,a51381c3-3845-4460-bb52-accaedb8707b
DS022,train,False,laptop,B0CJ37ZSS3,"hp 2023 Newest Envy 2-in-1 Laptop, 14"" FHD IPS Touchscreen, Intel 13th Gen Core i5-1335U Processor (10-core), 8GB RAM, 1TB SSD, Intel Iris Xe Graphics, Wi-Fi 6E",hp,769.99,new,https://m.media-amazon.com/images/I/61elZ+dGY-L._AC_SL1325_.jpg,escalate/unverifiable_claim,functional,Screen goes black after a few minutes.,40,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop itself is clean and undamaged.",match,A,functional,ESCALATE,R3a unverifiable_high_value_claim,ds_DS022.jpg,1e4f93ca-a7a6-40e5-a20d-de3e251c5351
DS023,train,False,laptop,B0BY2THQ7W,"MSI Stealth 17 Studio 17.3"" QHD 240Hz Gaming Laptop: 13th Gen Intel Core i9, RTX 4080, 32GB DDR5, 1TB NVMe SSD, Thunderbolt 4, USB-Type C, Cooler Boost Trinity+",MSI,2799.0,new,https://m.media-amazon.com/images/I/714fL2+tNuL._AC_SL1500_.jpg,escalate/unverifiable_claim,functional,Randomly shuts down.,22,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop itself is clean and undamaged.",match,A,functional,ESCALATE,R3a unverifiable_high_value_claim,ds_DS023.jpg,6ae443a1-04be-437e-90f2-170243eb0e7e
DS024,train,False,laptop,B0CDCS9VN9,"Dell 2023 Newest Inspiron 16 5620 Laptop, 16.0"" FHD+ Display, Intel Core i7-1255U Processor (10 core), 16GB RAM, 1TB SSD, GeForce MX570, USB Type-A&C, Wi-Fi 6E,",Dell,1049.99,new,https://m.media-amazon.com/images/I/7117ppDHcyL._AC_SL1500_.jpg,escalate/swap,functional,"Doesn't work properly, want a refund.",47,"Photo taken at a warehouse returns dock: a cheap unbranded knock-off laptop of a clearly different design and color (not the product in the reference image) lying on a scuffed stainless-steel workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays.",mismatch,-,-,ESCALATE,R1 identity_mismatch,ds_DS024.jpg,e61a99f9-b04a-4191-b72b-eb3fa3d06351
DS025,test,True,laptop,B0C7L6YG34,"Acer Nitro 5 Gaming Laptop 2023 Newest, 15.6"" QHD 165Hz Display, AMD Ryzen 7 6800H Processor, NVIDIA GeForce RTX 3070 Ti Graphics, 16GB DDR5 RAM, 1TB SSD, Backl",Acer,1199.99,new,https://m.media-amazon.com/images/I/61euNRcCTHL._AC_SL1131_.jpg,refurbish/screen_crack,physical_damage,"The display cracked in my backpack, laptop still boots.",39,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a scuffed stainless-steel workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop is open and its display has a spiderweb crack across one corner; the body is intact.",match,C,screen_crack,REFURBISH,max EV among allowed,ds_DS025.jpg,677e71b8-e30a-4862-9907-d1c446691863
DS026,train,False,laptop,B0CFLKR51Z,"acer 2023 Newest Predator Triton Gaming Laptop, 16"" 240Hz Display, Intel Core i7 12700H Processor, NVIDIA GeForce RTX 3060 Graphics, 16GB DDR5 RAM, 1TB SSD, Bac",Acer,1559.99,new,https://m.media-amazon.com/images/I/61X9NHrhnKL._AC_SL1280_.jpg,refurbish/screen_crack,physical_damage,Screen corner cracked after a small drop.,59,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop is open and its display has a spiderweb crack across one corner; the body is intact.",match,C,screen_crack,REFURBISH,max EV among allowed,ds_DS026.jpg,c8310d8a-c37a-4d82-8f4d-6209b4e62ea1
DS027,train,False,laptop,B0CFGGCSDX,"ASUS ROG Zephyrus Gaming Laptop, 14"" FHD 144HZ Display, AMD Ryzen 7 5800HS(Up to 4.4 GHz), NVIDIA GeForce RTX 3060 Graphics, 16GB RAM, 1TB SSD, Bluetooth, WiFi ",ASUS,1359.99,new,https://m.media-amazon.com/images/I/71JbiF0knbL._AC_SL1500_.jpg,refurbish/screen_crack,physical_damage,Screen corner cracked after a small drop.,21,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop is open and its display has a spiderweb crack across one corner; the body is intact.",match,C,screen_crack,REFURBISH,max EV among allowed,ds_DS027.jpg,ae848f7d-8453-48b7-8780-73ebd08919d8
DS028,train,False,laptop,B0C55RQBGJ,"HP 17 inch Laptop, HD+ Display, 12th Generation Intel Core i5-1235U, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Home, 17-cn2099nr (2023)",HP,599.99,new,https://m.media-amazon.com/images/I/71Yyar-XX4L._AC_SL1500_.jpg,refurbish/screen_crack,physical_damage,"The display cracked in my backpack, laptop still boots.",10,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop is open and its display has a spiderweb crack across one corner; the body is intact.",match,C,screen_crack,REFURBISH,max EV among allowed,ds_DS028.jpg,cb8460d1-9b58-4190-b8eb-1fcacd3be121
DS029,test,False,laptop,B0BTNZ7YGW,"HP Chromebook 11 G5 11.6"" 2GB 16GB eMMC Celeron® N3060 1.6GHz ChromeOS, Gray (Renewed)",HP,52.99,renewed,https://m.media-amazon.com/images/I/61B+KUn2LDL._AC_SL1500_.jpg,liquidate/wrecked,physical_damage,"Crushed in a car door, totally broken.",13,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop is wrecked: shattered screen, a snapped hinge and a dented, cracked bottom case.",match,D,screen_crack,LIQUIDATE,max EV among allowed,ds_DS029.jpg,95a5d660-8004-4a4d-8e91-508ea0636b75
DS030,train,False,laptop,B0BXZGPSKC,"Dell Chromebook 11 5190 Intel Celeron N3350 X2 1.1GHz 4GB 64GB 11.6in, Black (Renewed)",Dell,84.95,renewed,https://m.media-amazon.com/images/I/61w33zutZqL._AC_SL1500_.jpg,liquidate/wrecked,physical_damage,"Dropped from a height, it's destroyed.",34,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop is wrecked: shattered screen, a snapped hinge and a dented, cracked bottom case.",match,D,screen_crack,LIQUIDATE,max EV among allowed,ds_DS030.jpg,af1f3ef9-4363-4c7a-bee9-e7f9d534844d
DS031,train,False,laptop,B0BT46KQXQ,"Dell 11'' HD IPS Chromebook, Intel Celeron Processor Up to 2.40GHz, 4GB Ram, 16GB SSD, Super-Fast WiFi, Chrome OS, Dale Black (Renewed)",Dell,88.0,renewed,https://m.media-amazon.com/images/I/61OZDcgDjjL._AC_SL1496_.jpg,liquidate/wrecked,physical_damage,"It was run over, completely smashed.",45,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a white plastic returns tote under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop is wrecked: shattered screen, a snapped hinge and a dented, cracked bottom case.",match,D,screen_crack,LIQUIDATE,max EV among allowed,ds_DS031.jpg,ab3ee454-0069-4ead-bf1c-b22b64fdeaff
DS032,train,False,laptop,B0BYKMWZ7D,"HP 11"" HD IPS Chromebook, Intel Celeron Processor Up to 2.40GHz, 2GB RAM, 64GB Storage, Super-Fast WiFi, HDMI, Chrome OS(Renewed)",HP,89.99,renewed,https://m.media-amazon.com/images/I/61XJKFaMVjL._AC_SL1297_.jpg,liquidate/wrecked,physical_damage,Fell down the stairs and broke apart.,24,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a grey steel inspection table under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop is wrecked: shattered screen, a snapped hinge and a dented, cracked bottom case.",match,D,screen_crack,LIQUIDATE,max EV among allowed,ds_DS032.jpg,5b5da7ba-7816-49ba-ae2b-6d8f9870b3b8
DS033,train,False,laptop,B087ZMF5PR,"HP Latest Stream 14"" HD Laptop, Intel Celeron Processor, 8GB Memory, 64GB eMMC Storage, Fast Charge, HDMI, Up to 11 Hours Long Battery Life, Office 365 1-Year, ",HP,299.99,new,https://m.media-amazon.com/images/I/71BRVHYABiL._AC_SL1500_.jpg,return_to_vendor/intact,functional,Won't charge anymore.,19,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a flattened brown cardboard box under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop itself is clean and undamaged.",match,A,battery,RETURN_TO_VENDOR,max EV among allowed,ds_DS033.jpg,a0aefa4a-c038-4eb9-a1c9-eb25cb33bc3a
DS034,train,False,laptop,B0C7H338BK,"Lenovo Flagship Flex 3i Chromebook 15.6"" FHD Touchscreen 2 in 1 Business Student Laptop, Intel Celeron Dual-Core Processor, 4GB RAM, 64GB eMMC, Google Classroom",Lenovo,299.0,new,https://m.media-amazon.com/images/I/611-sw45FGL._AC_SL1500_.jpg,return_to_vendor/intact,functional,Trackpad doesn't work at all.,6,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on an anti-static blue mat on a workbench under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop itself is clean and undamaged.",match,A,functional,RETURN_TO_VENDOR,max EV among allowed,ds_DS034.jpg,2ef92382-c7ba-4396-875c-aeeca4c2c21d
DS035,train,False,laptop,B0BT16W2WK,"Lenovo Newest IdeaPad 1i 14"" HD Laptop, 4GB RAM, 256GB Storage, Intel Pentium N5030 Processor, 10Hrs Battery Life, Rapid Charge, Home&Education Laptop, HDMI, Ty",Lenovo,228.0,new,https://m.media-amazon.com/images/I/61y6usjChcL._AC_SL1500_.jpg,return_to_vendor/intact,functional,Trackpad doesn't work at all.,19,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a grey steel inspection table under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop itself is clean and undamaged.",match,A,functional,RETURN_TO_VENDOR,max EV among allowed,ds_DS035.jpg,a8a22d78-f48f-4ebd-a86f-535f7469723a
DS036,train,False,laptop,B0BS5BRL3W,"Lenovo IdeaPad 1 15.6"" Laptop (2023 Model), AMD Dual-core Athlon 3050U Processor (up to 3.20 GHz, Beats i3-1005G1), 4GB RAM, 128GB SSD, Wi-Fi 6, Bluetooth, Long",Lenovo,299.0,new,https://m.media-amazon.com/images/I/81OMg-xvmRL._AC_SL1500_.jpg,return_to_vendor/intact,functional,Keyboard stopped responding after a week.,13,"Photo taken at a warehouse returns dock: the exact same laptop from the reference image (same brand, model, shape and color) lying on a grey steel inspection table under harsh fluorescent light, shot slightly from above with a smartphone camera, realistic, natural shadows, no text overlays. The laptop itself is clean and undamaged.",match,A,functional,RETURN_TO_VENDOR,max EV among allowed,ds_DS036.jpg,a23ed567-57b0-43dd-a43c-37e4e4977ae1
